fips,geo_name,state_abb,type,population_2020,n,lng,lat
3651000,new york,NY,City,8804190,1467,-74.01013178,40.71057056
1714000,chicago,IL,City,2746388,1157,-87.64714639,41.75648806
4835000,houston,TX,City,2304580,548,-95.36750699,29.75876143
1150000,washington,DC,City,689545,499,-77.02764473,38.88926886
4865000,san antonio,TX,City,1434625,488,-98.49249979,29.42353596
4819000,dallas,TX,City,1304379,464,-96.79575895,32.77864624
2507000,boston,MA,City,675647,430,-71.05671289,42.35959328
0667000,san francisco,CA,City,873965,415,-122.4424496,37.76692355
2965000,st. louis,MO,City,301578,400,-90.24517611,38.63577107
4748000,memphis,TN,City,633104,400,-90.04219446,35.14104227
0644000,los angeles,CA,City,3898747,394,-118.2705823,34.05278961
1304000,atlanta,GA,City,498715,387,-84.39491916,33.74863859
2511000,cambridge,MA,City,118403,379,-71.10568614,42.36836893
3345140,manchester,NH,City,115644,356,-71.44453264,42.9844448
0203000,anchorage,AK,City,291247,355,-149.8679026,61.21870115
2743000,minneapolis,MN,City,429954,354,-93.26783448,44.9635188
3915000,cincinnati,OH,City,309317,349,-84.51092329,39.10709069
4817000,corpus christi,TX,City,317863,344,-97.40277135,27.79264371
1919000,davenport,IA,City,101724,326,-90.57545979,41.53779566
2545560,newton,MA,City,88923,325,-71.20844772,42.33166626
4752006,nashville-davidson county,TN,City,689447,299,-86.77730792,36.1664711
2148000,louisville,KY,City,246161,296,-85.7584557,38.2526647
4260000,philadelphia,PA,City,1603797,296,-75.16098543,39.9513585
3912000,canton,OH,City,70872,293,-81.36818543,40.80826431
5548000,madison,WI,City,269840,285,-89.39299838,43.08071974
1517000,honolulu,HI,City,NA,281,-157.85814010000001,21.3098845
2603000,ann arbor,MI,City,123851,280,-83.73080511,42.27598053
3712000,charlotte,NC,City,874579,277,-80.83025506,35.20787423
0820000,denver,CO,City,715522,271,-104.9825208,39.72937112
4805000,austin,TX,City,961855,271,-97.74158882,30.26694457
1836000,indianapolis,IN,City,NA,269,-86.158068,39.768403
2582000,worcester,MA,City,206518,268,-71.80793285,42.27052696
2537000,lowell,MA,City,115554,267,-71.32171466,42.63887326
0816000,colorado springs,CO,City,478961,263,-104.8150755,38.82965135
0666000,san diego,CA,City,1386932,252,-117.1455641,32.7203287
3684000,yonkers,NY,City,211569,251,-73.89732919,40.93125356
2146027,lexington-fayette county,KY,City,322570,250,-84.498175,38.04940919
0606000,berkeley,CA,City,124321,248,-122.2749045,37.87256025
3755000,raleigh,NC,City,467665,241,-78.63539486,35.78534242
4715160,clarksville,TN,City,166722,237,-87.3550077,36.530679
3350260,nashua,NH,City,91322,234,-71.49095098,42.74915103
0937000,hartford,CT,City,121054,230,-72.68339843,41.76606727
0653000,oakland,CA,City,440646,228,-122.296043,37.81057809
3901000,akron,OH,City,190469,224,-81.52186354,41.08004603
3916000,cleveland,OH,City,372624,224,-81.68730336,41.50517637
4804000,arlington,TX,City,394266,224,-97.10633797,32.73329393
4419180,cranston,RI,City,82934,222,-71.44012807,41.77754756
0669000,santa ana,CA,City,310227,217,-117.881864,33.73662414
5531000,green bay,WI,City,107395,217,-88.00607704,44.5121752
1235000,jacksonville,FL,City,949611,216,-81.65565438,30.33217274
3977000,toledo,OH,City,270871,214,-83.53383879,41.65228813
2938000,kansas city,MO,City,508090,206,-94.5880927,39.10253982
2255000,new orleans,LA,City,383997,203,-90.07521242,29.95320293
0664000,sacramento,CA,City,524943,202,-121.4682989,38.56664114
2404000,baltimore,MD,City,585708,200,-76.60750629,39.29017215
0908000,bridgeport,CT,City,148654,199,-73.19897,41.19360279
0107000,birmingham,AL,City,200733,196,-86.79647401,33.52880084
0952000,new haven,CT,City,134023,196,-72.94565412,41.31742237
2567000,springfield,MA,City,155929,196,-72.58435314,42.10157481
4474300,warwick,RI,City,82823,195,-71.46156625,41.69909574
3728000,greensboro,NC,City,299035,194,-79.79931701,36.06740544
0662000,riverside,CA,City,314998,193,-117.3948359,33.93815681
2205000,baton rouge,LA,City,227470,192,-91.18434986,30.44105327
3502000,albuquerque,NM,City,564559,188,-106.6494323,35.09326132
0668000,san jose,CA,City,1013240,186,-121.8864149,37.33941397
3436000,jersey city,NJ,City,292449,185,-74.06892554,40.71885416
5363000,seattle,WA,City,737015,184,-122.3201602,47.59146063
0611530,carson,CA,City,95558,181,-118.249213,33.85153893
3601000,albany,NY,City,99224,178,-73.75587424,42.65163211
3722920,fayetteville,NC,City,208501,178,-78.8751105,35.05248534
0670000,santa monica,CA,City,93076,177,-118.4815604,34.0231892
3918000,columbus,OH,City,905748,177,-82.98893029,39.98840453
0669088,santa clarita,CA,City,228673,176,-118.5534987,34.4114341
0918430,danbury,CT,City,86518,175,-73.47100889,41.40156599
3240000,las vegas,NV,City,641903,175,-115.135146,36.17647644
4714000,chattanooga,TN,City,181099,175,-85.30521378,35.0429216
0648354,modesto,CA,City,218464,174,-120.9888886,37.66065547
3731400,high point,NC,City,114059,174,-80.00116339,35.95409501
0636000,huntington beach,CA,City,198711,173,-118.0009378,33.69491027
0654652,oxnard,CA,City,202063,172,-119.1752592,34.19587017
4075000,tulsa,OK,City,413066,172,-95.9914158,36.1503427
3673000,syracuse,NY,City,148620,171,-76.14376712,43.04092328
0660620,richmond,CA,City,116448,170,-122.3458541,37.93631643
1077580,wilmington,DE,City,70898,170,-75.54522697,39.74721181
1703012,aurora,IL,City,180542,169,-88.3067425,41.7591645
4827000,fort worth,TX,City,918915,169,-97.3130515,32.74683081
4829000,garland,TX,City,246018,167,-96.63178493,32.90931382
4824000,el paso,TX,City,678815,163,-106.4871761,31.75760321
5539225,kenosha,WI,City,99986,163,-87.82462159,42.58764072
0653322,oceanside,CA,City,174068,161,-117.35678,33.20405814
4459000,providence,RI,City,190934,161,-71.42188958,41.82353477
4837000,irving,TX,City,256684,161,-96.95363396,32.81171859
2534550,lawrence,MA,City,89143,160,-71.16268571,42.70027921
5553000,milwaukee,WI,City,577222,160,-87.90691927,43.04042707
0602000,anaheim,CA,City,346824,159,-117.9317495,33.82520922
3457000,paterson,NJ,City,159732,159,-74.16241818,40.91468909
0636770,irvine,CA,City,307670,157,-117.8156611,33.69064485
2071000,topeka,KS,City,126587,157,-95.69658413,39.03826207
1772000,springfield,IL,City,114394,156,-89.64836432,39.79967906
0665000,san bernardino,CA,City,222101,155,-117.2849548,34.10853475
5101000,alexandria,VA,City,159467,155,-77.06405575,38.82049996
0649270,moreno valley,CA,City,208634,153,-117.2508917,33.9184798
1253000,orlando,FL,City,307573,153,-81.37228761,28.537236
1765000,rockford,IL,City,148655,152,-89.06155723,42.26293407
2758000,st. paul,MN,City,311527,152,-93.1060355,44.95580765
3719000,durham,NC,City,283506,152,-78.88934499,35.99459643
0658072,pomona,CA,City,151713,151,-117.762555,34.05850595
4813024,carrollton,TX,City,133434,151,-96.89010862,32.97427994
3961000,parma,OH,City,81146,150,-81.709703,41.38491251
0980000,waterbury,CT,City,114403,149,-73.03613321,41.55823912
1245975,miramar,FL,City,134721,148,-80.30093178,25.98550557
0455000,phoenix,AZ,City,1608139,146,-112.0738681,33.44611431
2622000,detroit,MI,City,639111,145,-83.06556897,42.33199381
5182000,virginia beach,VA,City,459470,145,-76.06100336,36.7518942
0643000,long beach,CA,City,466742,144,-118.1886906,33.77100378
0973000,stamford,CT,City,135470,144,-73.54205042,41.05238167
4839148,killeen,TX,City,153095,144,-97.72921594,31.11446513
4847892,mesquite,TX,City,150108,144,-96.59892023,32.78030066
0655156,palmdale,CA,City,169450,142,-118.1104253,34.57356013
0684550,westminster,CA,City,90911,142,-117.994347,33.7565294
1738570,joliet,IL,City,150362,142,-88.08221964,41.52443341
2270000,shreveport,LA,City,187593,142,-93.7496355,32.51086601
3663000,rochester,NY,City,211328,142,-77.58796144,43.165327
4159000,portland,OR,City,652503,142,-122.6498156,45.51601557
0627000,fresno,CA,City,542107,140,-119.793795,36.74243607
0603526,bakersfield,CA,City,403455,139,-119.019728,35.36628717
0644574,lynwood,CA,City,67265,139,-118.2016542,33.92396365
0646898,merced,CA,City,86333,138,-120.4772196,37.30557812
0955990,norwalk,CT,City,91184,138,-73.4066847,41.1128089
4841464,laredo,TX,City,255205,138,-99.48805487,27.54727979
0630000,glendale,CA,City,196543,137,-118.2492677,34.14509427
0655282,palo alto,CA,City,68572,137,-122.156712,37.44567831
1304204,augusta-richmond county,GA,City,202081,137,-81.97956466,33.47534091
0862000,pueblo,CO,City,111876,136,-104.6055976,38.2674417
3649121,mount vernon,NY,City,73893,136,-73.8290099,40.91356309
5167000,richmond,VA,City,226610,136,-77.43628096,37.54228749
0669070,santa barbara,CA,City,88665,135,-119.7022145,34.42464966
0629000,garden grove,CA,City,171949,134,-117.9601207,33.77870615
1258050,pompano beach,FL,City,112046,134,-80.13318901,26.24300191
3611000,buffalo,NY,City,278349,134,-78.87787622,42.88723738
4861796,richardson,TX,City,119469,134,-96.70930176,32.97164812
0613014,chico,CA,City,101475,133,-121.8368786,39.73479369
0807850,boulder,CO,City,108250,133,-105.2589696,40.01595132
1254000,palm bay,FL,City,119760,133,-80.66674607,27.98380487
3006550,billings,MT,City,117116,131,-108.5107427,45.78206474
0477000,tucson,AZ,City,542629,130,-110.9694874,32.21968282
0653980,orange,CA,City,139911,130,-117.860993,33.80499982
1912000,cedar rapids,IA,City,137710,130,-91.67819798,41.96678669
0653896,ontario,CA,City,175265,129,-117.6449617,34.06569793
0681666,vallejo,CA,City,126090,129,-122.2508483,38.10229036
1822000,evansville,IN,City,117298,129,-87.55789992,37.97577002
4261000,pittsburgh,PA,City,302971,128,-79.97632043,40.43945857
1245025,miami beach,FL,City,82890,127,-80.1322775,25.78140044
4454640,pawtucket,RI,City,75604,127,-71.35933987,41.87743695
0669112,santa cruz,CA,City,62956,126,-122.0470694,36.97582831
1230000,hialeah,FL,City,223109,125,-80.28316975,25.85292609
4858016,plano,TX,City,285494,124,-96.69538574,33.01941838
0678582,thousand oaks,CA,City,126966,123,-118.8455806,34.17610736
1232000,hollywood,FL,City,153067,123,-80.18325639,26.01786428
2053775,overland park,KS,City,197238,123,-94.67204246,38.98616842
4830464,grand prairie,TX,City,196100,122,-97.0072792,32.74279458
0664224,salinas,CA,City,163542,121,-121.6314377,36.68821765
0446000,mesa,AZ,City,504258,120,-111.816324,33.42270775
0626000,fremont,CA,City,230504,120,-121.9762183,37.55074474
2935000,independence,MO,City,123011,120,-94.41474736,39.09136658
3137000,omaha,NE,City,486051,120,-95.96947068,41.26494759
0621712,el cajon,CA,City,106215,119,-116.9603842,32.8016984
0665084,san clemente,CA,City,64293,119,-117.6102197,33.44972155
2970000,springfield,MO,City,169176,118,-93.29208995,37.19443842
1751622,naperville,IL,City,149540,117,-88.15270125,41.77237003
2642160,kalamazoo,MI,City,73598,117,-85.58814954,42.27490743
0670098,santa rosa,CA,City,178127,116,-122.6998594,38.44929201
1225175,gainesville,FL,City,141085,116,-82.31987684,29.65128846
0622804,escondido,CA,City,151038,115,-117.0722588,33.1345251
0633000,hayward,CA,City,162954,114,-122.081677,37.67344944
0669084,santa clara,CA,City,127647,114,-121.9679351,37.36466548
0832155,greeley,CO,City,108795,114,-104.6961201,40.42135882
1245000,miami,FL,City,442241,114,-80.2209325,25.76086034
3570500,santa fe,NM,City,87505,114,-105.9468303,35.68134199
4131250,gresham,OR,City,114247,114,-122.441194,45.50198364
5370000,tacoma,WA,City,219346,114,-122.4777214,47.25345668
1982425,waterloo,IA,City,67314,113,-92.35218383,42.49197367
5613900,cheyenne,WY,City,65132,113,-104.7998675,41.15037332
0628000,fullerton,CA,City,143617,112,-117.9279197,33.88406318
0636546,inglewood,CA,City,107762,112,-118.3442981,33.95645919
3710740,cary,NC,City,174721,112,-78.77733283,35.78511096
0629504,gilroy,CA,City,59520,111,-121.5842597,37.00466966
3451000,newark,NJ,City,311549,111,-74.1847605,40.73135309
5367000,spokane,WA,City,228989,111,-117.4330427,47.66715235
3420260,edison,NJ,City,NA,109,-74.4120953,40.5187154
0680238,tracy,CA,City,93000,108,-121.4208204,37.73578516
1210275,cape coral,FL,City,194016,108,-81.95656196,26.63061627
1840788,lafayette,IN,City,70783,108,-86.85923495,40.39904241
1938595,iowa city,IA,City,74828,108,-91.531014,41.65584999
0622020,elk grove,CA,City,176124,107,-121.378695,38.41261172
0632548,hawthorne,CA,City,88083,107,-118.3476716,33.91466147
1263000,st. petersburg,FL,City,258308,107,-82.6752235,27.75709457
1825000,fort wayne,IN,City,263886,107,-85.14362128,41.08850426
3650617,new rochelle,NY,City,79726,107,-73.78459657,40.9332391
5374060,vancouver,WA,City,190915,107,-122.6688393,45.63557012
0602252,antioch,CA,City,115291,106,-121.8138561,38.01262114
0614890,colton,CA,City,53909,106,-117.320827,34.06726513
0624680,fontana,CA,City,208393,106,-117.4318703,34.08779985
0656784,petaluma,CA,City,59776,106,-122.6267538,38.24232499
0682996,vista,CA,City,98381,105,-117.2386013,33.18954859
2079000,wichita,KS,City,397532,105,-97.34226726,37.69134449
4516000,columbia,SC,City,136632,105,-81.04349778,33.99973383
4819972,denton,TX,City,139869,105,-97.138903440000007,33.21749129
0623182,fairfield,CA,City,119881,104,-122.04896,38.24790591
0649670,mountain view,CA,City,82376,104,-122.0810985,37.40105523
4550875,north charleston,SC,City,114852,104,-80.00897882,32.87686314
4967000,salt lake city,UT,City,199723,104,-111.8907506,40.76120512
0633182,hemet,CA,City,89833,103,-116.9655306,33.74988205
0647766,milpitas,CA,City,80273,103,-121.8910822,37.43397896
0682590,victorville,CA,City,134810,103,-117.3308401,34.51415443
5322640,everett,WA,City,110629,103,-122.2008645,47.98219885
0150000,mobile,AL,City,187041,102,-88.05143433,30.68527017
0616532,costa mesa,CA,City,111918,102,-117.913453,33.66672209
0668084,san leandro,CA,City,91008,102,-122.1591333,37.70746545
2717000,duluth,MN,City,86697,102,-92.10245586,46.79055577
4052500,norman,OK,City,128026,101,-97.4461865,35.21683775
4513330,charleston,SC,City,150227,101,-79.93613546,32.78124518
0659962,redlands,CA,City,73168,100,-117.1728231,34.05244259
0660018,redondo beach,CA,City,71576,100,-118.3835432,33.84313158
1723074,elgin,IL,City,114797,100,-88.280879,42.03907735
2743252,minnetonka,MN,City,53781,100,-93.46015682,44.93238892
0656700,perris,CA,City,78700,99,-117.2232985,33.78971467
0659451,rancho cucamonga,CA,City,174453,99,-117.55778,34.1121748
1257425,plantation,FL,City,91750,99,-80.26171592,26.1259765
2629000,flint,MI,City,81252,99,-83.6920547,43.02361892
0650076,murrieta,CA,City,110949,98,-117.1909151,33.5719795
0651182,newport beach,CA,City,85239,98,-117.9171796,33.62346844
0656000,pasadena,CA,City,138699,98,-118.1389129,34.159755
0669196,santa maria,CA,City,109707,98,-120.4433622,34.93345621
0600562,alameda,CA,City,78280,97,-122.2613513,37.76719761
0615044,compton,CA,City,95740,97,-118.2256351,33.89315255
0672016,simi valley,CA,City,126356,97,-118.7202477,34.2877769
0681344,upland,CA,City,79040,97,-117.6603013,34.11784928
0633434,hesperia,CA,City,99818,96,-117.3143954,34.39735505
3775000,winston-salem,NC,City,249545,96,-80.26093816,36.10311549
4202000,allentown,PA,City,125845,96,-75.47207941,40.59617077
4982950,west jordan,UT,City,116961,96,-112.0009669,40.6022481
5135000,hampton,VA,City,137148,96,-76.34973286,37.02624129
5157000,norfolk,VA,City,238005,96,-76.28309589,36.85032716
0677000,sunnyvale,CA,City,155805,95,-122.0248086,37.38171667
4659020,sioux falls,SD,City,192517,95,-96.73077327,43.53843096
4863500,round rock,TX,City,119468,95,-97.67252,30.50791408
0622678,encinitas,CA,City,62007,94,-117.2770417,33.04917194
0648256,mission viejo,CA,City,93653,94,-117.6551812,33.60926099
0680000,torrance,CA,City,147067,94,-118.3416375,33.83459881
1303440,athens-clarke county,GA,City,127315,94,-83.36893379,33.95082292
3825700,fargo,ND,City,125990,94,-96.80696172,46.86756776
4241216,lancaster,PA,City,58039,94,-76.30099492,40.04213485
5566000,racine,WI,City,77816,94,-87.81177616,42.72575989
0640130,lancaster,CA,City,173516,93,-118.1510043,34.6973687
0675000,stockton,CA,City,320804,93,-121.3018775,37.96628635
2360545,portland,ME,City,68408,93,-70.25730401,43.65770651
4740000,knoxville,TN,City,190740,93,-83.92160677,35.96037331
5168000,roanoke,VA,City,100011,93,-79.95808974,37.27840895
0612048,cathedral city,CA,City,51493,92,-116.4668743,33.8022697
0625380,fountain valley,CA,City,57047,92,-117.9513619,33.71050844
0681554,vacaville,CA,City,102386,92,-121.9646185,38.35822036
2646000,lansing,MI,City,112644,92,-84.5567143,42.71668501
0602364,apple valley,CA,City,75791,91,-117.2102272,34.53284851
2509000,brockton,MA,City,105643,91,-71.02416648,42.08207093
4845744,mckinney,TX,City,195308,91,-96.61690481,33.19724962
4967440,sandy,UT,City,96904,91,-111.8854415,40.57162155
0177256,tuscaloosa,AL,City,99600,90,-87.56291679,33.20731719
0611194,carlsbad,CA,City,114746,90,-117.3240947,33.16349131
0657792,pleasanton,CA,City,79871,90,-121.8805047,37.66601752
0650398,national city,CA,City,56173,89,-117.0929536,32.67075702
5323515,federal way,WA,City,101030,89,-122.3356586,47.30906822
5335415,kent,WA,City,136588,89,-122.2171856,47.38976074
2052575,olathe,KS,City,141290,88,-94.81875046,38.88435486
3050200,missoula,MT,City,73489,88,-114.0082125,46.85990202
3128000,lincoln,NE,City,291082,88,-96.68005548,40.81031354
4263624,reading,PA,City,95112,88,-75.9266097,40.33993106
0645484,manteca,CA,City,83498,87,-121.2270861,37.79399745
0648816,montebello,CA,City,62640,87,-118.1107918,34.01544889
0686832,yorba linda,CA,City,68336,87,-117.819353,33.88817494
0616000,concord,CA,City,125410,86,-122.0012679,37.97215008
0618100,davis,CA,City,66850,86,-121.73476,38.5496676
3410000,camden,NJ,City,71791,86,-75.11191285,39.92853228
3711800,chapel hill,NC,City,61960,86,-79.03868763,35.92703144
4055000,oklahoma city,OK,City,681054,86,-97.5191564,35.46767823
1224000,fort lauderdale,FL,City,182760,85,-80.15015992,26.1350369
1921000,des moines,IA,City,214133,85,-93.61575064,41.58856949
0683668,watsonville,CA,City,52590,84,-121.7700437,36.92026825
1255775,pembroke pines,FL,City,171178,84,-80.28071561,26.01145487
1639700,idaho falls,ID,City,64818,84,-112.0361049,43.48763197
3260600,reno,NV,City,264165,84,-119.829307,39.53357004
5116000,chesapeake,VA,City,249422,84,-76.24427864,36.7134874
0473000,tempe,AZ,City,180587,83,-111.9325711,33.42647764
0541000,little rock,AR,City,202591,83,-92.2728866,34.74709491
0613588,citrus heights,CA,City,87583,83,-121.2879873,38.69478129
0619192,diamond bar,CA,City,55072,83,-117.816081,33.9991837
0619766,downey,CA,City,114355,83,-118.1311429,33.93787916
0658240,porterville,CA,City,62623,83,-119.0243325,36.06120415
0624638,folsom,CA,City,80454,82,-121.1476075,38.67505146
0639496,lake forest,CA,City,85858,82,-117.7336462,33.63059391
0650258,napa,CA,City,79246,81,-122.2806683,38.28934757
0684816,west sacramento,CA,City,53915,81,-121.5504274,38.55559507
0617610,cupertino,CA,City,60381,80,-122.0465202,37.3167839
2754880,rochester,MN,City,121395,80,-92.47799939,44.01559291
0465000,scottsdale,AZ,City,241361,79,-111.9162923,33.49338789
0618394,delano,CA,City,51428,78,-119.2605478,35.76786789
0640004,la mesa,CA,City,61121,78,-117.0203673,32.77038482
0670224,santee,CA,City,60037,78,-116.9848696,32.85544524
2545000,new bedford,MA,City,101079,78,-70.93083226,41.63674376
2676460,sterling heights,MI,City,134346,78,-83.03036792,42.58097812
2680700,troy,MI,City,87294,78,-83.1457364,42.58173479
2836000,jackson,MS,City,153701,78,-90.17943857,32.296228
0610046,camarillo,CA,City,70741,77,-119.032675,34.22307957
0680812,turlock,CA,City,72740,77,-120.8586693,37.50488317
0682954,visalia,CA,City,141384,77,-119.2994306,36.33508032
3231900,henderson,NV,City,317610,77,-114.9824715,36.03268854
4751560,murfreesboro,TN,City,152769,77,-86.40921431,35.85086381
0608786,buena park,CA,City,84034,76,-118.0046353,33.85715942
0660466,rialto,CA,City,104026,76,-117.3885989,34.1129627
0686328,woodland,CA,City,61032,76,-121.7794025,38.67386974
1271000,tampa,FL,City,384959,76,-82.45571245,27.94950616
5305280,bellingham,WA,City,91482,76,-122.4681265,48.75344247
1216525,daytona beach,FL,City,72647,75,-81.03715762,29.20344368
1238250,lakeland,FL,City,112641,75,-81.95477186,28.05625934
1367284,roswell,GA,City,92833,75,-84.35124498,34.0391478
1922395,dubuque,IA,City,59667,75,-90.682911,42.50066018
3774440,wilmington,NC,City,115451,75,-77.94518952,34.23452296
4864472,san angelo,TX,City,99893,75,-100.4445735,31.44816994
5305210,bellevue,WA,City,151854,75,-122.1763014,47.61208575
0616350,corona,CA,City,157136,74,-117.564241,33.8623534
0655184,palm desert,CA,City,51163,74,-116.3637465,33.75171187
0659920,redding,CA,City,93611,74,-122.4141714,40.58880775
0668196,san marcos,CA,City,94833,74,-117.170307,33.1357535
0680644,tulare,CA,City,68875,74,-119.3400393,36.19962937
0687042,yucaipa,CA,City,54542,74,-117.0426256,34.0335073
3702140,asheville,NC,City,94589,74,-82.5654145,35.59368171
0631960,hanford,CA,City,57990,73,-119.6534717,36.32638532
0641992,livermore,CA,City,87955,73,-121.7555418,37.6824132
0642202,lodi,CA,City,66348,73,-121.2814824,38.12577735
0657526,placentia,CA,City,51824,73,-117.8552128,33.88085678
0662938,roseville,CA,City,147773,73,-121.2804576,38.75153471
0678120,temecula,CA,City,110003,73,-117.1344794,33.50404807
0681204,union city,CA,City,70143,73,-122.0184645,37.60307062
1258715,port st. lucie,FL,City,204851,73,-80.43221625,27.25598647
1702154,arlington heights,IL,City,77676,73,-87.98254512,42.09556846
2964082,st. charles,MO,City,70493,73,-90.51706437,38.7958241
3539380,las cruces,NM,City,111385,73,-106.7770981,32.30297724
0636448,indio,CA,City,89137,72,-116.2394259,33.73265512
0660102,redwood city,CA,City,84292,72,-122.2329615,37.47815564
0668378,san ramon,CA,City,84605,72,-121.9730133,37.76740387
4224000,erie,PA,City,94831,72,-80.07301987,42.11650001
4807000,beaumont,TX,City,115282,72,-94.10222049,30.08111911
0652582,novato,CA,City,53225,71,-122.557454,38.09161702
3988000,youngstown,OH,City,60068,71,-80.6463538,41.09933003
0423620,flagstaff,AZ,City,76831,70,-111.6583948,35.17249661
0613210,chino,CA,City,91403,70,-117.6862336,34.01540796
0613392,chula vista,CA,City,275487,70,-117.0692086,32.63796438
0883835,westminster,CO,City,116317,70,-105.0628372,39.88302471
1216475,davie,FL,City,105691,70,-80.23574816,26.06615099
2915670,columbia,MO,City,126254,70,-92.3277174,38.94711129
0680854,tustin,CA,City,80276,69,-117.8106155,33.73091023
1270600,tallahassee,FL,City,196169,69,-84.2775689,30.43429614
1718823,decatur,IL,City,70522,69,-88.9334687,39.85566301
5156000,newport news,VA,City,186247,69,-76.4804143,37.08362626
0613214,chino hills,CA,City,78411,68,-117.7488396,33.99866007
0639248,laguna niguel,CA,City,64355,68,-117.6878704,33.55416524
4134100,hillsboro,OR,City,106447,68,-122.9791697,45.52374233
4232800,harrisburg,PA,City,50099,68,-76.880678,40.26406615
2621000,dearborn,MI,City,109976,67,-83.17381251,42.32076947
5164000,portsmouth,VA,City,97915,67,-76.30075072,36.83002106
0656924,pico rivera,CA,City,62088,66,-118.0887338,33.99018573
4041850,lawton,OK,City,90381,66,-98.39030177,34.60387912
0657456,pittsburg,CA,City,76416,65,-121.9096455,38.02264819
1369000,savannah,GA,City,147780,65,-81.09122119,32.07934425
1983910,west des moines,IA,City,68723,65,-93.75386826,41.56549893
4123850,eugene,OR,City,176654,65,-123.0875728,44.04894603
0617750,cypress,CA,City,50151,64,-118.0385832,33.81708215
1724582,evanston,IL,City,78110,64,-87.68850735,42.04075947
4206088,bethlehem,PA,City,75781,63,-75.3678972,40.62663627
4845000,lubbock,TX,City,257141,63,-101.8437504,33.58439335
0427400,gilbert,AZ,City,267918,62,-111.787167,33.33289254
0454050,peoria,AZ,City,190985,62,-112.2391339,33.57568823
0600884,alhambra,CA,City,82868,62,-118.1355212,34.0839804
0639290,la habra,CA,City,63097,62,-117.951289,33.92786046
0662364,rocklin,CA,City,71601,62,-121.248864,38.80762763
4652980,rapid city,SD,City,74703,62,-103.2257766,44.07150382
0617918,daly city,CA,City,104901,61,-122.4767499,37.67389515
0648914,monterey park,CA,City,61096,61,-118.1325373,34.0497189
